CCc1c(c(c(c(n1)CC(C)(C)C)CN)c2ccc(cc2)C)CC(=O)O	01T	[5-(aminomethyl)-6-(2,2-dimethylpropyl)-2-ethyl-4-(4-methylphenyl)pyridin-3-yl]acetic acid
c1cc(c(cc1Cl)CN)Cl	01V	1-(2,5-dichlorophenyl)methanamine
c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])NCC[C@@H](C(=O)[O-])[NH3+]	01W	(2s)-2-ammonio-4-[(2,4-dinitrophenyl)amino]butanoate
c1cc(c(cc1Cl)CN)OCC(=O)O	01X	[2-(aminomethyl)-4-chlorophenoxy]acetic acid
c1cc(oc1)CNc2ccc(cc2[N+](=O)[O-])C(F)(F)F	020	n-(furan-2-ylmethyl)-2-nitro-4-(trifluoromethyl)aniline
c1cc(cc(c1)NC2CCCCC2)c3c(c(c(s3)C(=O)O)OCC(=O)O)Br	024	4-bromo-3-(carboxymethoxy)-5-[3-(cyclohexylamino)phenyl]thiophene-2-carboxylic acid
Cc1cc(c(c(c1S(=O)(=O)O)C)C)OC	02B	4-methoxy-2,3,6-trimethylbenzenesulfonic acid
c1nc(c2c(n1)n3c(n2)[C@@H]([C@@H]4[C@H](C[C@H]3O4)O)OP(=O)(O)O)N	02I	(6s,7s,8s,10r)-4-amino-8-hydroxy-7,8,9,10-tetrahydro-6h-7,10-epoxyazepino[1,2-e]purin-6-yl dihydrogen phosphate
C[n+]1ccc(cc1CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc3ccccc3)N)Cl	02P	d-phenylalanyl-n-[(4-chloro-1-methylpyridinium-2-yl)methyl]-l-prolinamide
Cc1ccccc1CCC(=O)O	02Q	3-(2-methylphenyl)propanoic acid
c1ccc(c(c1)CN)Cl	02R	1-(2-chlorophenyl)methanamine
Cc1ccsc1CN	02T	1-(3-methylthiophen-2-yl)methanamine
CN[C@@H](c1ccc(c(c1)O)O)C(=O)O	02V	(2s)-(3,4-dihydroxyphenyl)(methylamino)ethanoic acid
Cc1nc2ccccc2n1CCN	02W	2-(2-methyl-1h-benzimidazol-1-yl)ethanamine
c1ccc(cc1)Nc2nc(c(s2)C(=O)N)N	02Z	4-amino-2-(phenylamino)-1,3-thiazole-5-carboxamide
CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)c2c[nH]c3c2cc(cn3)c4ccc(cc4)Cl)F	032	n-(3-{[5-(4-chlorophenyl)-1h-pyrrolo[2,3-b]pyridin-3-yl]carbonyl}-2,4-difluorophenyl)propane-1-sulfonamide
CC(C)c1c(c(no1)c2c(cccc2Cl)Cl)COc3ccc(cc3)c4ccc5c(c4)cc([nH]5)C(=O)O	034	5-(4-{[3-(2,6-dichlorophenyl)-5-(propan-2-yl)-1,2-oxazol-4-yl]methoxy}phenyl)-1h-indole-2-carboxylic acid
Cc1c(c(c(n1C)c2ccc(cc2)Cl)c3cccc(c3)N4CCN(CC4)c5ccc(cc5)NS(=O)(=O)c6ccc(c(c6)[N+](=O)[O-])N[C@H](CCN(C)C)CSc7ccccc7)C(=O)O	03B	5-(4-chlorophenyl)-4-{3-[4-(4-{[(4-{[(2r)-4-(dimethylamino)-1-(phenylsulfanyl)butan-2-yl]amino}-3-nitrophenyl)sulfonyl]amino}phenyl)piperazin-1-yl]phenyl}-1,2-dimethyl-1h-pyrrole-3-carboxylic acid
Cc1ccccc1n2c(c(cn2)C(=O)c3cccc(c3)C4CCN(CC4)S(=O)(=O)C)N	03C	[5-amino-1-(2-methylphenyl)-1h-pyrazol-4-yl]{3-[1-(methylsulfonyl)piperidin-4-yl]phenyl}methanone
c1ccc(c(c1)C(=O)NCc2c(cccc2Cl)Sc3ccc(cc3Cl)Cl)C(=O)O	03L	2-({2-chloro-6-[(2,4-dichlorophenyl)sulfanyl]benzyl}carbamoyl)benzoic acid
Cc1c(ccc2c1[nH]cc2/C=C\3/C(=O)N(C(=O)N3)Cc4ccc(c(c4)F)F)Cl	03M	(5z)-5-[(6-chloro-7-methyl-1h-indol-3-yl)methylidene]-3-(3,4-difluorobenzyl)imidazolidine-2,4-dione
CN1[C@H](CNC2=C1C(=O)NC(=N2)N)CNc3ccc(cc3)C(=O)O	03O	4-({[(6s)-2-amino-5-methyl-4-oxo-3,4,5,6,7,8-hexahydropteridin-6-yl]methyl}amino)benzoic acid
CC(C)(CC(=O)NCCn1ccc2c1c(ncn2)Nc3ccc(c(c3)Cl)Oc4cccc(c4)C(F)(F)F)O	03P	n-{2-[4-({3-chloro-4-[3-(trifluoromethyl)phenoxy]phenyl}amino)-5h-pyrrolo[3,2-d]pyrimidin-5-yl]ethyl}-3-hydroxy-3-methylbutanamide
c1cc(cc(c1)Oc2c(cc(cn2)Nc3c4c(ccn4CCOCCO)ncn3)Cl)C(F)(F)F	03Q	2-{2-[4-({5-chloro-6-[3-(trifluoromethyl)phenoxy]pyridin-3-yl}amino)-5h-pyrrolo[3,2-d]pyrimidin-5-yl]ethoxy}ethanol
[H]/N=C(/c1cccc(c1)Oc2c(c(c(c(n2)Oc3ccccc3C(=O)O)F)N[C@@H](C)CCc4ccccc4)F)\N	03R	2-({6-{3-[amino(imino)methyl]phenoxy}-3,5-difluoro-4-[(1-methyl-3-phenylpropyl)amino]-2-pyridinyl}oxy)benzoic acid
CC1=C(C(=O)N(N1C)c2ccccc2)C(=O)Nc3ccc(c(c3)F)Oc4ccnc5c4cc(c(c5)OC)OC	03X	n-{4-[(6,7-dimethoxyquinolin-4-yl)oxy]-3-fluorophenyl}-1,5-dimethyl-3-oxo-2-phenyl-2,3-dihydro-1h-pyrazole-4-carboxamide
c1ccc(cc1)C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N	03Z	4-[(4-amino-5-benzoyl-1,3-thiazol-2-yl)amino]benzenesulfonamide
Cc1ccccc1C(=O)CC(=O)C(=O)O	040	4-(2-methylphenyl)-2,4-dioxobutanoic acid
C=Cc1cc(cc2c1oc(n2)c3ccc(c(c3)F)O)O	041	2-(3-fluoro-4-hydroxyphenyl)-7-vinyl-1,3-benzoxazol-5-ol
CC1=C(C(=O)N(N1C[C@@H](C)O)c2ccccc2)C(=O)Nc3ccc(c(c3)F)Oc4ccnc5c4ccc(c5)OC	044	n-{3-fluoro-4-[(7-methoxyquinolin-4-yl)oxy]phenyl}-1-[(2r)-2-hydroxypropyl]-5-methyl-3-oxo-2-phenyl-2,3-dihydro-1h-pyrazole-4-carboxamide
CC(=O)Nc1cc(ncn1)Oc2ccc3c(c2)CCN3C(=O)Nc4ccc(c(c4)C(F)(F)F)CN5CCN(CC5)C	046	5-{[6-(acetylamino)pyrimidin-4-yl]oxy}-n-{4-[(4-methylpiperazin-1-yl)methyl]-3-(trifluoromethyl)phenyl}-2,3-dihydro-1h-indole-1-carboxamide
c1ccc(cc1)C(=O)Nc2cc(ccc2F)Nc3ccc4c(c3)CCCCC4=O	048	n-{2-fluoro-5-[(5-oxo-6,7,8,9-tetrahydro-5h-benzo[7]annulen-2-yl)amino]phenyl}benzamide
Cc1ccc(cc1C(=O)Nc2cc3c([nH]c(n3)c4ccccc4)nc2)NC(=O)/C=C/c5ccccc5	04L	2-methyl-n-(2-phenyl-3h-imidazo[4,5-b]pyridin-6-yl)-5-{[(2e)-3-phenylprop-2-enoyl]amino}benzamide
CCCCCCCCOc1cccc(c1)COc2ccc(cc2C(=O)O)S(=O)(=O)N3CCOCC3	04M	5-(morpholin-4-ylsulfonyl)-2-{[3-(octyloxy)benzyl]oxy}benzoic acid
C1CCc2c(c(nn2CC(=O)O)C(F)(F)F)C1	04R	[3-(trifluoromethyl)-4,5,6,7-tetrahydro-1h-indazol-1-yl]acetic acid
CC(=O)Nc1ccc(cc1)Nc2ccc(cc2[N+](=O)[O-])S(=O)(=O)C	04T	n-(4-{[4-(methylsulfonyl)-2-nitrophenyl]amino}phenyl)acetamide
CCCCCCCCCCOc1cccc(c1)COc2ccc(cc2C(=O)O)[N+](=O)[O-]	04W	2-{[3-(decyloxy)benzyl]oxy}-5-nitrobenzoic acid
COc1cccc(c1)C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N	04Z	4-{[4-amino-5-(3-methoxybenzoyl)-1,3-thiazol-2-yl]amino}benzenesulfonamide
c1cc(c(cc1C#N)F)COc2ccc3cc(ccc3c2)S(=O)(=O)N[C@H]4CC[C@H](C[C@H]4C(=O)O)C(=O)O	051	(1r,3r,4s)-4-[({6-[(4-cyano-2-fluorobenzyl)oxy]naphthalen-2-yl}sulfonyl)amino]cyclohexane-1,3-dicarboxylic acid
Cc1cc(ccc1C(=O)NC2CC2)c3cnn4c3nc(cc4NCCN5CCOCC5)Oc6ccccc6	052	n-cyclopropyl-2-methyl-4-(7-{[2-(morpholin-4-yl)ethyl]amino}-5-phenoxypyrazolo[1,5-a]pyrimidin-3-yl)benzamide
c1cc2c(cc1C(F)(F)F)c(c(n2Cc3ccnc(c3)N)C(=O)O)C4=CC=CNC4=O	053	1-[(2-aminopyridin-4-yl)methyl]-3-(2-oxo-1,2-dihydropyridin-3-yl)-5-(trifluoromethyl)-1h-indole-2-carboxylic acid
c1cc2c(cc1C(F)(F)F)c(c(n2Cc3ccnc(c3)N)C(=O)O)N4C(=O)c5cscc5NC4=O	054	1-[(2-aminopyridin-4-yl)methyl]-3-(2,4-dioxo-1,2-dihydrothieno[3,4-d]pyrimidin-3(4h)-yl)-5-(trifluoromethyl)-1h-indole-2-carboxylic acid
Cc1cccc(c1NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@@H](c4ccccc4)C(=O)O)Cl	055	(2s)-{[(3-{[(2-chloro-6-methylphenyl)carbamoyl]amino}naphthalen-2-yl)carbonyl]amino}(phenyl)ethanoic acid
c1cc(cc(c1)C(=O)O)CSCc2ccc(cc2Cl)Cl	056	3-[(2,4-dichlorophenyl)methylsulfanylmethyl]benzoic acid
c1ccc(cc1)Cn2c3ccc(cc3c(c2C(=O)O)c4ccccc4F)Cl	058	1-benzyl-5-chloro-3-(2-fluorophenyl)-1h-indole-2-carboxylic acid
c1cc2c(cc1c3nccc(n3)c4cc5c([nH]4)C6(CCNCC6)CNC5=O)OCO2	05B	2'-[2-(1,3-benzodioxol-5-yl)pyrimidin-4-yl]-5',6'-dihydrospiro[piperidine-4,7'-pyrrolo[3,2-c]pyridin]-4'(1'h)-one
Cc1cccc2c1c(ccc2)N3CCc4c(nc(nc4N5CCNC[C@H]5C)OC[C@@H]6CCCN6C)C3	05C	7-(8-methylnaphthalen-1-yl)-4-[(2~{r})-2-methylpiperazin-1-yl]-2-[[(2~{s})-1-methylpyrrolidin-2-yl]methoxy]-6,8-dihydro-5~{h}-pyrido[3,4-d]pyrimidine
Cc1cccc2c1c(ccc2)N3CCc4c(nc(nc4N5[C@@H]6CC[C@H]5CNC6)OC[C@@H]7CCCN7C)C3	05F	4-[(1~{r},5~{s})-3,8-diazabicyclo[3.2.1]octan-8-yl]-7-(8-methylnaphthalen-1-yl)-2-[[(2~{s})-1-methylpyrrolidin-2-yl]methoxy]-6,8-dihydro-5~{h}-pyrido[3,4-d]pyrimidine
Cc1cccc2c1c(ccc2)N3CCc4c(nc(nc4N5C[C@H]6CC[C@@H](C5)N6)OC[C@@H]7CCCN7C)C3	05I	4-[(1~{s},5~{r})-3,8-diazabicyclo[3.2.1]octan-3-yl]-7-(8-methylnaphthalen-1-yl)-2-[[(2~{s})-1-methylpyrrolidin-2-yl]methoxy]-6,8-dihydro-5~{h}-pyrido[3,4-d]pyrimidine
CC[C@]1(C=Cc2c1nc(cc2)N3c4c(cnc(n4)Nc5ccc(cc5)N6CCN(CC6)C)C(=O)N3CC=C)O	05J	1-[(7r)-7-ethyl-7-hydroxy-7h-cyclopenta[b]pyridin-2-yl]-6-[4-(4-methylpiperazin-1-yl)anilino]-2-(prop-2-en-1-yl)-1,2-dihydro-3h-pyrazolo[3,4-d]pyrimidin-3-one
c1cc(c(cc1CC(=O)O)Cl)Cl	05R	2-(3,4-dichlorophenyl)ethanoic acid
Cc1c2n(c3c1C(=O)CC(C3)(C)C)-c4ccc(c(c4)N[C@H](CNCCC2)C)C(=O)N	05S	(6s)-6,15,15,18-tetramethyl-17-oxo-2,3,4,5,6,7,14,15,16,17-decahydro-1h-8,12-(metheno)[1,4,9]triazacyclotetradecino[9,8-a]indole-9-carboxamide
CN1CCC(CC1)C(=O)c2cccc(n2)NC(=O)c3c(cc(cc3F)F)F	05X	2,4,6-tris(fluoranyl)-n-[6-(1-methylpiperidin-4-yl)carbonylpyridin-2-yl]benzamide
CCCCC1=Nc2ccc(cc2C(=O)N1Cc3ccc(cc3)c4ccccc4c5[nH]nnn5)O	061	2-butyl-6-hydroxy-3-[2'-(1h-tetrazol-5-yl)-biphenyl-4-ylmethyl]-3h-quinazolin-4-one
c1ccc2c(c1)-c3c[n+](ccc3[C@]2(C(=O)N4CCC[C@H]4C(=O)NCc5cc(ccc5CN)Cl)O)[O-]	062	3-aza-9-hydroxy-9-fluorenylcarbonyl-l-prolyl-2-aminomethyl-5-chlorobenzylamide, n-oxide
C[C@]1(c2cc(c(cc2CCN1)OCCOCCNC(=O)[C@H](CCCNC(=NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)Oc3ccc(c(c3)F)c4ccc(cc4)C(=O)O)CC(=O)Nc5nccs5	063	4'-{[(1r)-6-{2-[2-({n~5~-[n,n'-bis(tert-butoxycarbonyl)carbamimidoyl]-n~2~-(tert-butoxycarbonyl)-l-ornithyl}amino)ethoxy]ethoxy}-1-methyl-1-{2-oxo-2-[(1,3-thiazol-2-yl)amino]ethyl}-1,2,3,4-tetrahydroisoquinolin-7-yl]oxy}-2'-fluoro[1,1'-biphenyl]-4-carboxylic acid
CC(C)c1c(c(no1)c2c(cccc2Cl)Cl)COc3ccc(c(c3)Cl)\C=C\c4cccc(c4)C(=O)O	064	3-[(e)-2-(2-chloro-4-{[3-(2,6-dichlorophenyl)-5-(1-methylethyl)isoxazol-4-yl]methoxy}phenyl)ethenyl]benzoic acid
CC(C)C[N@@](C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc5c(c4)OCO5	065	(3r,3as,6ar)-hexahydrofuro[2,3-b]furan-3-yl(2s,3r)-3-hydroxy-4-(n-isobutylbenzo[d][1,3]dioxole-5-sulfonamido)-1-phenylbutan-2-ylcarbamate
Cc1cc(cc2c1ncc(c2Nc3cccc(c3)OC)C(=O)N)S(=O)(=O)c4cccc(c4)C(=O)N(C)C	066	6-{[3-(dimethylcarbamoyl)phenyl]sulfonyl}-4-[(3-methoxyphenyl)amino]-8-methylquinoline-3-carboxamide
COc1ccc(c(c1C(=O)O)OC)Br	06B	3-bromo-2,6-dimethoxybenzoic acid
Cc1ccc(cc1)n2c(cc(n2)C(C)(C)C)NC(=O)Nc3cccc(c3)Nc4ccc5c(c4)CCCCC5=O	06F	1-[3-tert-butyl-1-(4-methylphenyl)-1h-pyrazol-5-yl]-3-{3-[(5-oxo-6,7,8,9-tetrahydro-5h-benzo[7]annulen-2-yl)amino]phenyl}urea
Cc1c2n(c3c1C(=O)CC(C3)(C)C)-c4ccc(c(c4)N[C@H](C(=O)N(CCC2)C)C)C(=O)N	06H	(6s)-4,6,15,15,18-pentamethyl-5,17-dioxo-2,3,4,5,6,7,14,15,16,17-decahydro-1h-12,8-(metheno)[1,4,9]triazacyclotetradecino[9,8-a]indole-9-carboxamide
Cc1c(ncs1)COc2cc(cc(c2)Cl)C3=CC(=CN(C3=O)c4cccnc4)C5=CNC(=O)NC5=O	06I	5-(3-{3-chloro-5-[(5-methyl-1,3-thiazol-4-yl)methoxy]phenyl}-2-oxo-2h-[1,3'-bipyridin]-5-yl)pyrimidine-2,4(1h,3h)-dione
Cc1c2n(c3c1C(=O)CC(C3)(C)C)-c4ccc(c(c4)NC[C@H]5CCCN5CCC2)C(=O)N	06J	(3ar)-13,13,16-trimethyl-15-oxo-1,2,3,3a,4,5,12,14,15,17,18,19-dodecahydro-13h-10,6-(metheno)pyrrolo[2',1':3,4][1,4,9]triazacyclotetradecino[9,8-a]indole-7-carboxamide
Cc1c2n(c3c1C(=O)CC(C3)(C)C)-c4ccc(c(c4)N[C@H]([C@@H](CN(CC2)C(=O)[C@H](C)N)C)C)C(=O)N	06T	(5r,6s)-3-(l-alanyl)-5,6,15,15,18-pentamethyl-17-oxo-2,3,4,5,6,7,14,15,16,17-decahydro-1h-12,8-(metheno)[1,5,9]triazacyclotetradecino[1,2-a]indole-9-carboxamide
CCc1c(c(nc(n1)N)N)C#C[C@H](C)c2cc(cc(c2)OC)c3ccncc3	06U	6-ethyl-5-{(3r)-3-[3-methoxy-5-(pyridin-4-yl)phenyl]but-1-yn-1-yl}pyrimidine-2,4-diamine
CCc1c(c(nc(n1)N)N)C#C[C@H](C)c2cc(cc(c2)OC)N3CCOCC3	06V	6-ethyl-5-{(3r)-3-[3-methoxy-5-(morpholin-4-yl)phenyl]but-1-yn-1-yl}pyrimidine-2,4-diamine
CCc1c(c(nc(n1)N)N)C#C[C@@H](C)c2cc(cc(c2)OC)c3ccncc3	06W	6-ethyl-5-{(3s)-3-[3-methoxy-5-(pyridin-4-yl)phenyl]but-1-yn-1-yl}pyrimidine-2,4-diamine
CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN	06X	amlodipine
c1ccc(cc1)C(=O)c2c(nc(s2)Nc3cccc(c3)F)N	06Z	{4-amino-2-[(3-fluorophenyl)amino]-1,3-thiazol-5-yl}(phenyl)methanone
Cn1c-2c(c(n1)C(=O)N)CCc3c2nc(nc3)Nc4cc(ccc4OC)N5CCN(CC5)C	071	8-{[2-methoxy-5-(4-methylpiperazin-1-yl)phenyl]amino}-1-methyl-4,5-dihydro-1h-pyrazolo[4,3-h]quinazoline-3-carboxamide
CC1([C@H](N(CS1)C(=O)[C@H]([C@H](Cc2ccccc2)NC(=O)[C@H](CS(=O)(=O)C)NC(=O)COc3cccc4c3ccnc4)O)C(=O)N[C@H]5c6ccccc6C[C@H]5O)C	075	(4r)-n-[(1s,2r)-2-hydroxy-2,3-dihydro-1h-inden-1-yl]-3-[(2s,3s)-2-hydroxy-3-({n-[(isoquinolin-5-yloxy)acetyl]-3-(methyl sulfonyl)-l-alanyl}amino)-4-phenylbutanoyl]-5,5-dimethyl-1,3-thiazolidine-4-carboxamide
CC1=C(C(=O)N(C(=N1)c2cccc(c2O)F)CCc3ccccc3)Cc4ccccc4	07F	5-benzyl-2-(3-fluoro-2-hydroxyphenyl)-6-methyl-3-(2-phenylethyl)pyrimidin-4(3h)-one
CC(C)(C)NC(=O)[C+](c1c2ccc(cc2[nH]c1C(=O)O)Cl)N(Cc3ccc(c(c3)F)F)C=O	07G	2-(tert-butylamino)-1-(2-carboxy-6-chloro-1h-indol-3-yl)-1-[(3,4-difluorobenzyl)(formyl)amino]-2-oxoethylium
c1ccc2c(c1)C=C(CO2)CN3CCN(CC3)C(=O)c4cccc(c4)c5ccn[nH]5	07H	[4-(2h-chromen-3-ylmethyl)piperazin-1-yl]-[3-(1h-pyrazol-5-yl)phenyl]methanone
CCN1CCN(CC1)c2ccc(cc2)Nc3cc(ncn3)N(C)C(=O)Nc4c(c(cc(c4Cl)OC)OC)Cl	07J	3-(2,6-dichloro-3,5-dimethoxyphenyl)-1-(6-{[4-(4-ethylpiperazin-1-yl)phenyl]amino}pyrimidin-4-yl)-1-methylurea
c1cc(c(nc1)C#N)CSc2c3c(c(c(n2)O)C#N)CCOC3	07M	8-{[(2-cyanopyridin-3-yl)methyl]sulfanyl}-6-hydroxy-3,4-dihydro-1h-pyrano[3,4-c]pyridine-5-carbonitrile
Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3ncc(s3)C(=O)O)Cl)Cl	07N	2-[(3s,4r)-4-{[(3,4-dichloro-5-methyl-1h-pyrrol-2-yl)carbonyl]amino}-3-fluoropiperidin-1-yl]-1,3-thiazole-5-carboxylic acid
c1cc(cnc1)C(=O)c2c(nc(s2)Nc3ccc(cc3)C(=O)O)N	07Z	4-{[4-amino-5-(pyridin-3-ylcarbonyl)-1,3-thiazol-2-yl]amino}benzoic acid
C[C@@H](c1ccccc1)Nc2nccc(n2)c3c(nc(n3C)C4CCNCC4)c5cccc(c5)C(F)(F)F	084	4-[5-[2-(1-phenyl-ethylamino)-pyrimidin-4-yl]-1-methyl-4-(3-trifluoromethylphenyl)-1h-imidazol-2-yl]-piperidine
c1ccnc(c1)c2c([nH]c(n2)c3ccc(cc3)C(=O)N)c4ccc5c(c4)OCO5	085	4-[5-(1,3-benzodioxol-5-yl)-4-(pyridin-2-yl)-1h-imidazol-2-yl]benzamide
Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3cc(cc(n3)Cl)C(=O)N)Cl)Cl	087	2-chloro-6-(4-{[(3,4-dichloro-5-methyl-1h-pyrrol-2-yl)carbonyl]amino}piperidin-1-yl)pyridine-4-carboxamide
CC(C)c1c(c(no1)c2c(cccc2Cl)Cl)COc3ccc4c(c3)ccn4Cc5cccc(c5)C(=O)O	088	3-[(5-{[3-(2,6-dichlorophenyl)-5-(1-methylethyl)isoxazol-4-yl]methoxy}-1h-indol-1-yl)methyl]benzoic acid
CCn1c2ccc(c(c2nn1)C)[C@@H](CC(=O)O)c3cc(c4c(c3)CN(CC4)C(=O)c5ccccc5)C	08A	(3s)-3-[2-(benzenecarbonyl)-5-methyl-1,2,3,4-tetrahydroisoquinolin-7-yl]-3-(1-ethyl-4-methyl-1h-benzotriazol-5-yl)propanoic acid
Cc1c(cc([nH]1)C(=O)NC2CCN(CC2)c3c(cccn3)[N+](=O)[O-])Br	08B	4-bromo-5-methyl-n-[1-(3-nitropyridin-2-yl)piperidin-4-yl]-1h-pyrrole-2-carboxamide
c1cc2c(cc1Cl)c(c(n2Cc3ccnc(c3)N)C(=O)O)C4=CC=CNC4=O	08E	1-[(2-aminopyridin-4-yl)methyl]-5-chloro-3-(2-oxo-1,2-dihydropyridin-3-yl)-1h-indole-2-carboxylic acid
CS(=O)(=O)Nc1cccc(c1)S(=O)(=O)NC(=O)c2c(c3cc(ccc3n2Cc4ccnc(c4)N)Cl)C5=CC=CNC5=O	08F	1-[(2-aminopyridin-4-yl)methyl]-5-chloro-n-({3-[(methylsulfonyl)amino]phenyl}sulfonyl)-3-(2-oxo-1,2-dihydropyridin-3-yl)-1h-indole-2-carboxamide
CCc1c(c2/cc/3\nc(/cc\4/c(c(/c(/[nH]4)c\5/c6n/c(c\c1[nH]2)/C(=C6C(=O)[C@@H]5C(=O)OC)C)CCC(=O)OC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)C)C(=C3C(=O)C)C)C	08I	trans-geranyl bacteriopheophytin a
Cc1ncc2n1-c3ccc(cc3C(=NC2)c4ccccc4F)Cl	08J	8-chloro-6-(2-fluorophenyl)-1-methyl-4h-imidazo[1,5-a][1,4]benzodiazepine
Cc1cc(nc(c1)N)C[C@H]2CNC[C@H]2OCCNCc3ccccc3OC	08R	6-{[(3s,4s)-4-{2-[(2-methoxybenzyl)amino]ethoxy}pyrrolidin-3-yl]methyl}-4-methylpyridin-2-amine
CC(C)c1nnc(s1)NS(=O)(=O)c2ccc(cc2)CCNC(=O)c3c(c4ccc(cc4s3)F)Cl	08S	3-chloro-6-fluoro-n-[2-[4-[(5-propan-2-yl-1,3,4-thiadiazol-2-yl)sulfamoyl]phenyl]ethyl]-1-benzothiophene-2-carboxamide
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5Cc6c7c(cccc7[nH]c6Br)C5=C4)C)O	08Y	bromoergocryptine
