CC(C)c1nc(cs1)CN(C)C(=O)O	019	methyl{[2-(propan-2-yl)-1,3-thiazol-4-yl]methyl}carbamic acid
[H]/N=C(\c1cc(cn1C)CN)/N	01O	4-(aminomethyl)-1-methyl-1h-pyrrole-2-carboximidamide
COc1cc(ccc1N2CCOCC2)Nc3nccc(n3)Nc4cc5ccccc5nc4	01P	n~2~-[3-methoxy-4-(morpholin-4-yl)phenyl]-n~4~-(quinolin-3-yl)pyrimidine-2,4-diamine
[H]/N=C(\c1ccc(n1C)CN)/N	01Q	5-(aminomethyl)-1-methyl-1h-pyrrole-2-carboximidamide
CCc1c(c(c(c(n1)CC(C)(C)C)CN)c2ccc(cc2)C)CC(=O)O	01T	[5-(aminomethyl)-6-(2,2-dimethylpropyl)-2-ethyl-4-(4-methylphenyl)pyridin-3-yl]acetic acid
c1cc(c(cc1Cl)CN)Cl	01V	1-(2,5-dichlorophenyl)methanamine
c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])NCC[C@@H](C(=O)[O-])[NH3+]	01W	(2s)-2-ammonio-4-[(2,4-dinitrophenyl)amino]butanoate
c1cc(c(cc1Cl)CN)OCC(=O)O	01X	[2-(aminomethyl)-4-chlorophenoxy]acetic acid
c1cc(oc1)CNc2ccc(cc2[N+](=O)[O-])C(F)(F)F	020	n-(furan-2-ylmethyl)-2-nitro-4-(trifluoromethyl)aniline
Cc1cc(ccc1n2c(ccc2c3ccc(cc3)n4ccnc4)CCC(=O)O)C(=O)N	022	3-{1-(4-carbamoyl-2-methylphenyl)-5-[4-(1h-imidazol-1-yl)phenyl]-1h-pyrrol-2-yl}propanoic acid
c1cc(cc(c1)NC2CCCCC2)c3c(c(c(s3)C(=O)O)OCC(=O)O)Br	024	4-bromo-3-(carboxymethoxy)-5-[3-(cyclohexylamino)phenyl]thiophene-2-carboxylic acid
c1cc(cc(c1)S(=O)(=O)O)C(F)(F)F	025	3-(trifluoromethyl)benzenesulfonic acid
Cc1cc(n[nH]1)NC2=NN(C(=O)c3c2ccc(c3)N4CCN(CC4)C)C(C)C	027	7-(4-methylpiperazin-1-yl)-4-[(5-methyl-1h-pyrazol-3-yl)amino]-2-(propan-2-yl)phthalazin-1(2h)-one
Cc1cc(c(c(c1S(=O)(=O)O)C)C)OC	02B	4-methoxy-2,3,6-trimethylbenzenesulfonic acid
[H]/N=C(/c1csc(n1)CN)\N	02C	2-(aminomethyl)-1,3-thiazole-4-carboximidamide
[H]/N=C(/c1ccc(s1)CN)\N	02D	5-(aminomethyl)thiophene-2-carboximidamide
Cc1cc(no1)C(=O)O	02J	5-methyl-1,2-oxazole-3-carboxylic acid
CC(C)(C)c1nc(on1)C[C@@H](C(=O)O)N	02O	3-(3-tert-butyl-1,2,4-oxadiazol-5-yl)-l-alanine
C[n+]1ccc(cc1CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc3ccccc3)N)Cl	02P	d-phenylalanyl-n-[(4-chloro-1-methylpyridinium-2-yl)methyl]-l-prolinamide
CN[C@@H](c1ccc(c(c1)O)O)C(=O)O	02V	(2s)-(3,4-dihydroxyphenyl)(methylamino)ethanoic acid
c1ccc(cc1)Nc2nc(c(s2)C(=O)N)N	02Z	4-amino-2-(phenylamino)-1,3-thiazole-5-carboxamide
CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)c2c[nH]c3c2cc(cn3)c4ccc(cc4)Cl)F	032	n-(3-{[5-(4-chlorophenyl)-1h-pyrrolo[2,3-b]pyridin-3-yl]carbonyl}-2,4-difluorophenyl)propane-1-sulfonamide
CC(C)c1c(c(no1)c2c(cccc2Cl)Cl)COc3ccc(cc3)c4ccc5c(c4)cc([nH]5)C(=O)O	034	5-(4-{[3-(2,6-dichlorophenyl)-5-(propan-2-yl)-1,2-oxazol-4-yl]methoxy}phenyl)-1h-indole-2-carboxylic acid
CC(C)C[C@@H](C(=O)NC[C@](CCc1ccccc1)(C(=O)Nc2cccc(c2)C(=O)O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CNC(=O)c3[nH]nnn3)N	038	3-[[(2s)-2-[[[(2s)-2-[[(2s)-2-[[(2s)-2-azanyl-3-(1h-1,2,3,4-tetrazol-5-ylcarbonylamino)propanoyl]amino]-3-methyl-butanoyl]amino]-4-methyl-pentanoyl]amino]methyl]-2-hydroxy-4-phenyl-butanoyl]amino]benzoic acid
Cc1c(c(c(n1C)c2ccc(cc2)Cl)c3cccc(c3)N4CCN(CC4)c5ccc(cc5)NS(=O)(=O)c6ccc(c(c6)[N+](=O)[O-])N[C@H](CCN(C)C)CSc7ccccc7)C(=O)O	03B	5-(4-chlorophenyl)-4-{3-[4-(4-{[(4-{[(2r)-4-(dimethylamino)-1-(phenylsulfanyl)butan-2-yl]amino}-3-nitrophenyl)sulfonyl]amino}phenyl)piperazin-1-yl]phenyl}-1,2-dimethyl-1h-pyrrole-3-carboxylic acid
Cc1ccccc1n2c(c(cn2)C(=O)c3cccc(c3)C4CCN(CC4)S(=O)(=O)C)N	03C	[5-amino-1-(2-methylphenyl)-1h-pyrazol-4-yl]{3-[1-(methylsulfonyl)piperidin-4-yl]phenyl}methanone
c1cc(ccc1C(=O)N)C(=O)Nc2cc([nH]n2)C3CC3	03K	n-(5-cyclopropyl-1h-pyrazol-3-yl)benzene-1,4-dicarboxamide
c1ccc(c(c1)C(=O)NCc2c(cccc2Cl)Sc3ccc(cc3Cl)Cl)C(=O)O	03L	2-({2-chloro-6-[(2,4-dichlorophenyl)sulfanyl]benzyl}carbamoyl)benzoic acid
Cc1c(ccc2c1[nH]cc2/C=C\3/C(=O)N(C(=O)N3)Cc4ccc(c(c4)F)F)Cl	03M	(5z)-5-[(6-chloro-7-methyl-1h-indol-3-yl)methylidene]-3-(3,4-difluorobenzyl)imidazolidine-2,4-dione
CN1[C@H](CNC2=C1C(=O)NC(=N2)N)CNc3ccc(cc3)C(=O)O	03O	4-({[(6s)-2-amino-5-methyl-4-oxo-3,4,5,6,7,8-hexahydropteridin-6-yl]methyl}amino)benzoic acid
CC(C)(CC(=O)NCCn1ccc2c1c(ncn2)Nc3ccc(c(c3)Cl)Oc4cccc(c4)C(F)(F)F)O	03P	n-{2-[4-({3-chloro-4-[3-(trifluoromethyl)phenoxy]phenyl}amino)-5h-pyrrolo[3,2-d]pyrimidin-5-yl]ethyl}-3-hydroxy-3-methylbutanamide
c1cc(cc(c1)Oc2c(cc(cn2)Nc3c4c(ccn4CCOCCO)ncn3)Cl)C(F)(F)F	03Q	2-{2-[4-({5-chloro-6-[3-(trifluoromethyl)phenoxy]pyridin-3-yl}amino)-5h-pyrrolo[3,2-d]pyrimidin-5-yl]ethoxy}ethanol
[H]/N=C(/c1cccc(c1)Oc2c(c(c(c(n2)Oc3ccccc3C(=O)O)F)N[C@@H](C)CCc4ccccc4)F)\N	03R	2-({6-{3-[amino(imino)methyl]phenoxy}-3,5-difluoro-4-[(1-methyl-3-phenylpropyl)amino]-2-pyridinyl}oxy)benzoic acid
CC/C(=C(\C#N)/C(=O)Nc1ccc(c(c1)C(=O)OC)c2ccc(cc2)F)/O	03U	methyl 4-{[(2z)-2-cyano-3-hydroxypent-2-enoyl]amino}-4'-fluorobiphenyl-2-carboxylate
CC1=C(C(=O)N(N1C)c2ccccc2)C(=O)Nc3ccc(c(c3)F)Oc4ccnc5c4cc(c(c5)OC)OC	03X	n-{4-[(6,7-dimethoxyquinolin-4-yl)oxy]-3-fluorophenyl}-1,5-dimethyl-3-oxo-2-phenyl-2,3-dihydro-1h-pyrazole-4-carboxamide
c1ccc(cc1)C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N	03Z	4-[(4-amino-5-benzoyl-1,3-thiazol-2-yl)amino]benzenesulfonamide
C=Cc1cc(cc2c1oc(n2)c3ccc(c(c3)F)O)O	041	2-(3-fluoro-4-hydroxyphenyl)-7-vinyl-1,3-benzoxazol-5-ol
c1cc(cc(c1)Br)C(=O)CC(=O)C(=O)O	043	4-(3-bromophenyl)-2,4-dioxobutanoic acid
CC1=C(C(=O)N(N1C[C@@H](C)O)c2ccccc2)C(=O)Nc3ccc(c(c3)F)Oc4ccnc5c4ccc(c5)OC	044	n-{3-fluoro-4-[(7-methoxyquinolin-4-yl)oxy]phenyl}-1-[(2r)-2-hydroxypropyl]-5-methyl-3-oxo-2-phenyl-2,3-dihydro-1h-pyrazole-4-carboxamide
CC(=O)Nc1cc(ncn1)Oc2ccc3c(c2)CCN3C(=O)Nc4ccc(c(c4)C(F)(F)F)CN5CCN(CC5)C	046	5-{[6-(acetylamino)pyrimidin-4-yl]oxy}-n-{4-[(4-methylpiperazin-1-yl)methyl]-3-(trifluoromethyl)phenyl}-2,3-dihydro-1h-indole-1-carboxamide
c1ccc(cc1)C(=O)Nc2cc(ccc2F)Nc3ccc4c(c3)CCCCC4=O	048	n-{2-fluoro-5-[(5-oxo-6,7,8,9-tetrahydro-5h-benzo[7]annulen-2-yl)amino]phenyl}benzamide
c1ccc(cc1)CC(=O)Nc2nnc(s2)CCSCCc3nnc(s3)NC(=O)Cc4ccccc4	04A	n,n'-[sulfanediylbis(ethane-2,1-diyl-1,3,4-thiadiazole-5,2-diyl)]bis(2-phenylacetamide)
c1cc(ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCc2cnc3c(n2)c(nc(n3)N)N	04J	aminopterin
CCN(CC)CCOc1ccc(cc1)Nc2ncc3c(n2)N(C(=O)C(=C3)Oc4ccc(cc4)F)C	04K	2-({4-[2-(diethylamino)ethoxy]phenyl}amino)-6-(4-fluorophenoxy)-8-methylpyrido[2,3-d]pyrimidin-7(8h)-one
Cc1ccc(cc1C(=O)Nc2cc3c([nH]c(n3)c4ccccc4)nc2)NC(=O)/C=C/c5ccccc5	04L	2-methyl-n-(2-phenyl-3h-imidazo[4,5-b]pyridin-6-yl)-5-{[(2e)-3-phenylprop-2-enoyl]amino}benzamide
CCCCCCCCOc1cccc(c1)COc2ccc(cc2C(=O)O)S(=O)(=O)N3CCOCC3	04M	5-(morpholin-4-ylsulfonyl)-2-{[3-(octyloxy)benzyl]oxy}benzoic acid
C1CCc2c(c(nn2CC(=O)O)C(F)(F)F)C1	04R	[3-(trifluoromethyl)-4,5,6,7-tetrahydro-1h-indazol-1-yl]acetic acid
CC(=O)Nc1ccc(cc1)Nc2ccc(cc2[N+](=O)[O-])S(=O)(=O)C	04T	n-(4-{[4-(methylsulfonyl)-2-nitrophenyl]amino}phenyl)acetamide
CCCCCCCCCCOc1cccc(c1)COc2ccc(cc2C(=O)O)[N+](=O)[O-]	04W	2-{[3-(decyloxy)benzyl]oxy}-5-nitrobenzoic acid
COc1cccc(c1)C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N	04Z	4-{[4-amino-5-(3-methoxybenzoyl)-1,3-thiazol-2-yl]amino}benzenesulfonamide
c1cc(c(cc1C#N)F)COc2ccc3cc(ccc3c2)S(=O)(=O)N[C@H]4CC[C@H](C[C@H]4C(=O)O)C(=O)O	051	(1r,3r,4s)-4-[({6-[(4-cyano-2-fluorobenzyl)oxy]naphthalen-2-yl}sulfonyl)amino]cyclohexane-1,3-dicarboxylic acid
Cc1cc(ccc1C(=O)NC2CC2)c3cnn4c3nc(cc4NCCN5CCOCC5)Oc6ccccc6	052	n-cyclopropyl-2-methyl-4-(7-{[2-(morpholin-4-yl)ethyl]amino}-5-phenoxypyrazolo[1,5-a]pyrimidin-3-yl)benzamide
c1cc2c(cc1C(F)(F)F)c(c(n2Cc3ccnc(c3)N)C(=O)O)C4=CC=CNC4=O	053	1-[(2-aminopyridin-4-yl)methyl]-3-(2-oxo-1,2-dihydropyridin-3-yl)-5-(trifluoromethyl)-1h-indole-2-carboxylic acid
c1cc2c(cc1C(F)(F)F)c(c(n2Cc3ccnc(c3)N)C(=O)O)N4C(=O)c5cscc5NC4=O	054	1-[(2-aminopyridin-4-yl)methyl]-3-(2,4-dioxo-1,2-dihydrothieno[3,4-d]pyrimidin-3(4h)-yl)-5-(trifluoromethyl)-1h-indole-2-carboxylic acid
Cc1cccc(c1NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@@H](c4ccccc4)C(=O)O)Cl	055	(2s)-{[(3-{[(2-chloro-6-methylphenyl)carbamoyl]amino}naphthalen-2-yl)carbonyl]amino}(phenyl)ethanoic acid
c1cc(cc(c1)C(=O)O)CSCc2ccc(cc2Cl)Cl	056	3-[(2,4-dichlorophenyl)methylsulfanylmethyl]benzoic acid
CC(C)[C@H](NS(=O)(=O)CCc1ccccc1)[P@](=O)(C[C@@H](c2cccc(c2)CN)C(=O)O)O	059	(2s)-2-[3-(aminomethyl)phenyl]-3-{(s)-hydroxy[(1r)-2-methyl-1-{[(2-phenylethyl)sulfonyl]amino}propyl]phosphoryl}propanoic acid
Cc1cccc2c1c(ccc2)N3CCc4c(nc(nc4N5CCNC[C@H]5C)OC[C@@H]6CCCN6C)C3	05C	7-(8-methylnaphthalen-1-yl)-4-[(2~{r})-2-methylpiperazin-1-yl]-2-[[(2~{s})-1-methylpyrrolidin-2-yl]methoxy]-6,8-dihydro-5~{h}-pyrido[3,4-d]pyrimidine
Cc1cccc2c1c(ccc2)N3CCc4c(nc(nc4N5[C@@H]6CC[C@H]5CNC6)OC[C@@H]7CCCN7C)C3	05F	4-[(1~{r},5~{s})-3,8-diazabicyclo[3.2.1]octan-8-yl]-7-(8-methylnaphthalen-1-yl)-2-[[(2~{s})-1-methylpyrrolidin-2-yl]methoxy]-6,8-dihydro-5~{h}-pyrido[3,4-d]pyrimidine
Cc1cccc2c1c(ccc2)N3CCc4c(nc(nc4N5C[C@H]6CC[C@@H](C5)N6)OC[C@@H]7CCCN7C)C3	05I	4-[(1~{s},5~{r})-3,8-diazabicyclo[3.2.1]octan-3-yl]-7-(8-methylnaphthalen-1-yl)-2-[[(2~{s})-1-methylpyrrolidin-2-yl]methoxy]-6,8-dihydro-5~{h}-pyrido[3,4-d]pyrimidine
c1cc(c(cc1CC(=O)O)Cl)Cl	05R	2-(3,4-dichlorophenyl)ethanoic acid
Cc1c2n(c3c1C(=O)CC(C3)(C)C)-c4ccc(c(c4)N[C@H](CNCCC2)C)C(=O)N	05S	(6s)-6,15,15,18-tetramethyl-17-oxo-2,3,4,5,6,7,14,15,16,17-decahydro-1h-8,12-(metheno)[1,4,9]triazacyclotetradecino[9,8-a]indole-9-carboxamide
CN1CCC(CC1)C(=O)c2cccc(n2)NC(=O)c3c(cc(cc3F)F)F	05X	2,4,6-tris(fluoranyl)-n-[6-(1-methylpiperidin-4-yl)carbonylpyridin-2-yl]benzamide
c1ccc2c(c1)-c3c[n+](ccc3[C@]2(C(=O)N4CCC[C@H]4C(=O)NCc5cc(ccc5CN)Cl)O)[O-]	062	3-aza-9-hydroxy-9-fluorenylcarbonyl-l-prolyl-2-aminomethyl-5-chlorobenzylamide, n-oxide
C[C@]1(c2cc(c(cc2CCN1)OCCOCCNC(=O)[C@H](CCCNC(=NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)Oc3ccc(c(c3)F)c4ccc(cc4)C(=O)O)CC(=O)Nc5nccs5	063	4'-{[(1r)-6-{2-[2-({n~5~-[n,n'-bis(tert-butoxycarbonyl)carbamimidoyl]-n~2~-(tert-butoxycarbonyl)-l-ornithyl}amino)ethoxy]ethoxy}-1-methyl-1-{2-oxo-2-[(1,3-thiazol-2-yl)amino]ethyl}-1,2,3,4-tetrahydroisoquinolin-7-yl]oxy}-2'-fluoro[1,1'-biphenyl]-4-carboxylic acid
CC(C)c1c(c(no1)c2c(cccc2Cl)Cl)COc3ccc(c(c3)Cl)\C=C\c4cccc(c4)C(=O)O	064	3-[(e)-2-(2-chloro-4-{[3-(2,6-dichlorophenyl)-5-(1-methylethyl)isoxazol-4-yl]methoxy}phenyl)ethenyl]benzoic acid
CC(C)C[N@@](C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc5c(c4)OCO5	065	(3r,3as,6ar)-hexahydrofuro[2,3-b]furan-3-yl(2s,3r)-3-hydroxy-4-(n-isobutylbenzo[d][1,3]dioxole-5-sulfonamido)-1-phenylbutan-2-ylcarbamate
Cc1cc(cc2c1ncc(c2Nc3cccc(c3)OC)C(=O)N)S(=O)(=O)c4cccc(c4)C(=O)N(C)C	066	6-{[3-(dimethylcarbamoyl)phenyl]sulfonyl}-4-[(3-methoxyphenyl)amino]-8-methylquinoline-3-carboxamide
c1cc(cc(c1)O)C(=O)NO	069	n,3-dihydroxybenzamide
COc1ccc(c(c1C(=O)O)OC)Br	06B	3-bromo-2,6-dimethoxybenzoic acid
Cc1ccc(cc1)n2c(cc(n2)C(C)(C)C)NC(=O)Nc3cccc(c3)Nc4ccc5c(c4)CCCCC5=O	06F	1-[3-tert-butyl-1-(4-methylphenyl)-1h-pyrazol-5-yl]-3-{3-[(5-oxo-6,7,8,9-tetrahydro-5h-benzo[7]annulen-2-yl)amino]phenyl}urea
Cc1c2n(c3c1C(=O)CC(C3)(C)C)-c4ccc(c(c4)N[C@H](C(=O)N(CCC2)C)C)C(=O)N	06H	(6s)-4,6,15,15,18-pentamethyl-5,17-dioxo-2,3,4,5,6,7,14,15,16,17-decahydro-1h-12,8-(metheno)[1,4,9]triazacyclotetradecino[9,8-a]indole-9-carboxamide
Cc1c(ncs1)COc2cc(cc(c2)Cl)C3=CC(=CN(C3=O)c4cccnc4)C5=CNC(=O)NC5=O	06I	5-(3-{3-chloro-5-[(5-methyl-1,3-thiazol-4-yl)methoxy]phenyl}-2-oxo-2h-[1,3'-bipyridin]-5-yl)pyrimidine-2,4(1h,3h)-dione
Cc1c2n(c3c1C(=O)CC(C3)(C)C)-c4ccc(c(c4)NC[C@H]5CCCN5CCC2)C(=O)N	06J	(3ar)-13,13,16-trimethyl-15-oxo-1,2,3,3a,4,5,12,14,15,17,18,19-dodecahydro-13h-10,6-(metheno)pyrrolo[2',1':3,4][1,4,9]triazacyclotetradecino[9,8-a]indole-7-carboxamide
Cc1c2n(c3c1C(=O)CC(C3)(C)C)-c4ccc(c(c4)N[C@H]([C@@H](CN(CC2)C(=O)[C@H](C)N)C)C)C(=O)N	06T	(5r,6s)-3-(l-alanyl)-5,6,15,15,18-pentamethyl-17-oxo-2,3,4,5,6,7,14,15,16,17-decahydro-1h-12,8-(metheno)[1,5,9]triazacyclotetradecino[1,2-a]indole-9-carboxamide
CCc1c(c(nc(n1)N)N)C#C[C@H](C)c2cc(cc(c2)OC)c3ccncc3	06U	6-ethyl-5-{(3r)-3-[3-methoxy-5-(pyridin-4-yl)phenyl]but-1-yn-1-yl}pyrimidine-2,4-diamine
CCc1c(c(nc(n1)N)N)C#C[C@H](C)c2cc(cc(c2)OC)N3CCOCC3	06V	6-ethyl-5-{(3r)-3-[3-methoxy-5-(morpholin-4-yl)phenyl]but-1-yn-1-yl}pyrimidine-2,4-diamine
CCc1c(c(nc(n1)N)N)C#C[C@@H](C)c2cc(cc(c2)OC)c3ccncc3	06W	6-ethyl-5-{(3s)-3-[3-methoxy-5-(pyridin-4-yl)phenyl]but-1-yn-1-yl}pyrimidine-2,4-diamine
c1ccc(cc1)C(=O)c2c(nc(s2)Nc3cccc(c3)F)N	06Z	{4-amino-2-[(3-fluorophenyl)amino]-1,3-thiazol-5-yl}(phenyl)methanone
Cn1c-2c(c(n1)C(=O)N)CCc3c2nc(nc3)Nc4cc(ccc4OC)N5CCN(CC5)C	071	8-{[2-methoxy-5-(4-methylpiperazin-1-yl)phenyl]amino}-1-methyl-4,5-dihydro-1h-pyrazolo[4,3-h]quinazoline-3-carboxamide
CC1=C(C(=O)N(C(=N1)c2cccc(c2O)F)CCc3ccccc3)Cc4ccccc4	07F	5-benzyl-2-(3-fluoro-2-hydroxyphenyl)-6-methyl-3-(2-phenylethyl)pyrimidin-4(3h)-one
CC(C)(C)NC(=O)[C+](c1c2ccc(cc2[nH]c1C(=O)O)Cl)N(Cc3ccc(c(c3)F)F)C=O	07G	2-(tert-butylamino)-1-(2-carboxy-6-chloro-1h-indol-3-yl)-1-[(3,4-difluorobenzyl)(formyl)amino]-2-oxoethylium
CCN1CCN(CC1)c2ccc(cc2)Nc3cc(ncn3)N(C)C(=O)Nc4c(c(cc(c4Cl)OC)OC)Cl	07J	3-(2,6-dichloro-3,5-dimethoxyphenyl)-1-(6-{[4-(4-ethylpiperazin-1-yl)phenyl]amino}pyrimidin-4-yl)-1-methylurea
c1cc(c(nc1)C#N)CSc2c3c(c(c(n2)O)C#N)CCOC3	07M	8-{[(2-cyanopyridin-3-yl)methyl]sulfanyl}-6-hydroxy-3,4-dihydro-1h-pyrano[3,4-c]pyridine-5-carbonitrile
Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3ncc(s3)C(=O)O)Cl)Cl	07N	2-[(3s,4r)-4-{[(3,4-dichloro-5-methyl-1h-pyrrol-2-yl)carbonyl]amino}-3-fluoropiperidin-1-yl]-1,3-thiazole-5-carboxylic acid
C[C@H](c1cccc(c1)OC)NC(=O)Nc2nc(cs2)c3ccncc3	07Q	1-[(1r)-1-(3-methoxyphenyl)ethyl]-3-(4-pyridin-4-yl-1,3-thiazol-2-yl)urea
c1cc(cc(c1)O)CNC(=O)Nc2nc(cs2)c3ccncc3	07R	1-[(3-hydroxyphenyl)methyl]-3-(4-pyridin-4-yl-1,3-thiazol-2-yl)urea
c1cc(cnc1)c2cnc(s2)Nc3cc(ccn3)N4CCN(CC4)CC(=O)N5CCOCC5	07S	1-(morpholin-4-yl)-2-[4-(2-{[5-(pyridin-3-yl)-1,3-thiazol-2-yl]amino}pyridin-4-yl)piperazin-1-yl]ethanone
Cn1c2cc(sc2c3c1C(=O)N(N=C3)Cc4cccc(c4)N)[S@](=O)C	07T	6-(3-aminobenzyl)-4-methyl-2-methylsulfinyl-4,6-dihydro-5h-thieno[2',3':4,5]pyrrolo[2,3-d]pyridazin-5-one
c1cc(cnc1)C(=O)c2c(nc(s2)Nc3ccc(cc3)C(=O)O)N	07Z	4-{[4-amino-5-(pyridin-3-ylcarbonyl)-1,3-thiazol-2-yl]amino}benzoic acid
C[C@]1(C(=O)NC(=O)O1)c2cccc(c2)CN3c4ccccc4N(C3=O)c5c6ccc(cc6on5)OC	082	(5r)-5-(3-{[3-(6-methoxy-1,2-benzoxazol-3-yl)-2-oxo-2,3-dihydro-1h-benzimidazol-1-yl]methyl}phenyl)-5-methyl-1,3-oxazolidine-2,4-dione
Cc1cc(nc(n1)/C(=N/c2c3ccccc3cc(n2)c4ccccn4)/N)C	083	4,6-dimethyl-n'-(3-pyridin-2-ylisoquinolin-1-yl)pyrimidine-2-carboximidamide
Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3cc(cc(n3)Cl)C(=O)N)Cl)Cl	087	2-chloro-6-(4-{[(3,4-dichloro-5-methyl-1h-pyrrol-2-yl)carbonyl]amino}piperidin-1-yl)pyridine-4-carboxamide
CC(C)c1c(c(no1)c2c(cccc2Cl)Cl)COc3ccc4c(c3)ccn4Cc5cccc(c5)C(=O)O	088	3-[(5-{[3-(2,6-dichlorophenyl)-5-(1-methylethyl)isoxazol-4-yl]methoxy}-1h-indol-1-yl)methyl]benzoic acid
CCn1c2ccc(c(c2nn1)C)[C@@H](CC(=O)O)c3cc(c4c(c3)CN(CC4)C(=O)c5ccccc5)C	08A	(3s)-3-[2-(benzenecarbonyl)-5-methyl-1,2,3,4-tetrahydroisoquinolin-7-yl]-3-(1-ethyl-4-methyl-1h-benzotriazol-5-yl)propanoic acid
Cc1c(cc([nH]1)C(=O)NC2CCN(CC2)c3c(cccn3)[N+](=O)[O-])Br	08B	4-bromo-5-methyl-n-[1-(3-nitropyridin-2-yl)piperidin-4-yl]-1h-pyrrole-2-carboxamide
Cc1cc(no1)NS(=O)(=O)c2ccc(cc2)N	08D	sulfamethoxazole
c1cc2c(cc1Cl)c(c(n2Cc3ccnc(c3)N)C(=O)O)C4=CC=CNC4=O	08E	1-[(2-aminopyridin-4-yl)methyl]-5-chloro-3-(2-oxo-1,2-dihydropyridin-3-yl)-1h-indole-2-carboxylic acid
